FID_,MLinkX,MLinkY,title,type,bikou,date
,139.904252222000000,37.562199722199999,19-22-2,syoukasen, ,2012/01/25 0:00:00
,139.905619722000010,37.562630555600002,19-22-4,syoukasen, ,2012/01/25 0:00:00
,139.905530000000000,37.561727500000003,19-22-1,syoukasen, ,2012/01/25 0:00:00
,139.908174444000000,37.565832777799997,19-20-3,syoukasen, ,2012/01/25 0:00:00
,139.908147778000000,37.565075555599996,19-20-2,syoukasen, ,2012/01/25 0:00:00
,139.908046944000010,37.564750555600000,19-20-1,syoukasen, ,2012/01/25 0:00:00
,139.912077778000000,37.558169444400001,19-24-1,syoukasen, ,2012/01/25 0:00:00
,139.910991943999990,37.557931944400003,19-24-2,syoukasen, ,2012/01/25 0:00:00
,139.915866111000010,37.566136388899999,19-10-5,syoukasen, ,2012/01/25 0:00:00
,139.915922222000010,37.565218055599999,19-10-6,syoukasen, ,2012/01/25 0:00:00
,139.918533333000000,37.565244166699998,19-1-7,syoukasen, ,2012/01/25 0:00:00
,139.918417221999990,37.566028333299997,19-10-1,syoukasen, ,2012/01/25 0:00:00
,139.919239721999990,37.563265000000001,19-1-6,syoukasen, ,2012/01/25 0:00:00
,139.916822778000010,37.562650555600001,19-1-5,syoukasen, ,2012/01/25 0:00:00
,139.919838610999990,37.561484722199999,19-1-2,syoukasen, ,2012/01/25 0:00:00
,139.919448611000010,37.561064166700000,19-1-1,syoukasen, ,2012/01/25 0:00:00
,139.921227499999990,37.561378055600002,19-1-3,syoukasen, ,2012/01/25 0:00:00
,139.921963333000010,37.561300555599999,19-1-4,syoukasen, ,2012/01/25 0:00:00
,139.923516389000010,37.565799722199998,19-2-1,syoukasen, ,2012/01/25 0:00:00
,139.926780278000000,37.565144444399998,19-4-1,syoukasen, ,2012/01/25 0:00:00
,139.930092777999990,37.564556944400003,19-5-3,syoukasen, ,2012/01/25 0:00:00
,139.932008610999990,37.562614722200003,19-5-1,syoukasen, ,2012/01/25 0:00:00
,139.932903611000000,37.562041944400001,19-5-2,syoukasen, ,2012/01/25 0:00:00
,139.936303888999990,37.560064722200003,17-41-1,syoukasen, ,2012/01/25 0:00:00
,139.945738611000000,37.564379166700000,17-43-7,syoukasen, ,2012/01/25 0:00:00
,139.946661389000010,37.564565555599998,17-43-5,syoukasen, ,2012/01/25 0:00:00
,139.947706111000000,37.564360277799999,17-43-4,syoukasen, ,2012/01/25 0:00:00
,139.948064722000000,37.563803055599998,17-43-2,syoukasen, ,2012/01/25 0:00:00
,139.947616111000000,37.562517222200000,17-43-1,syoukasen, ,2012/01/25 0:00:00
,139.949563332999990,37.563476388900000,17-43-3,syoukasen, ,2012/01/25 0:00:00
,139.947497222000010,37.559910277800000,17-42-1,syoukasen, ,2012/01/25 0:00:00
,139.955535556000000,37.558083055600001,17-42-2,syoukasen, ,2012/01/25 0:00:00
,139.907623610999990,37.556719722200000,19-23-1,syoukasen, ,2012/01/25 0:00:00
,139.909694722000010,37.556548888899997,19-23-2,syoukasen, ,2012/01/25 0:00:00
,139.908678888999990,37.554498611100001,19-25-1,syoukasen, ,2012/01/25 0:00:00
,139.911554722000010,37.553780000000003,19-26-1,syoukasen, ,2012/01/25 0:00:00
,139.911802499999990,37.552174722200000,19-26-2,syoukasen, ,2012/01/25 0:00:00
,139.916013056000000,37.549851666700000,19-28-1,syoukasen, ,2012/01/25 0:00:00
,139.916840833000010,37.548989722199998,19-28-2,syoukasen, ,2012/01/25 0:00:00
,139.922986388999990,37.549320277800000,17-1-1,syoukasen, ,2012/01/25 0:00:00
,139.925177222000000,37.554300277800003,19-29-1,syoukasen, ,2012/01/25 0:00:00
,139.932698888999990,37.556083333300002,17-40-2,syoukasen, ,2012/01/25 0:00:00
,139.932431667000000,37.555525555599999,17-40-1,syoukasen, ,2012/01/25 0:00:00
,139.933512777999990,37.556339999999999,17-40-3,syoukasen, ,2012/01/25 0:00:00
,139.933371111000010,37.555511111100003,17-40-4,syoukasen, ,2012/01/25 0:00:00
,139.934496666999990,37.555578333299998,17-40-5,syoukasen, ,2012/01/25 0:00:00
,139.941005832999990,37.553896111100002,17-34-1,syoukasen, ,2012/01/26 0:00:00
,139.943164443999990,37.554785000000003,17-35-5,syoukasen, ,2012/01/26 0:00:00
,139.943968055999990,37.554525555600001,17-35-4,syoukasen, ,2012/01/26 0:00:00
,139.944497778000000,37.554943611100001,17-35-3,syoukasen, ,2012/01/26 0:00:00
,139.943730832999990,37.555400833299998,17-38-1,syoukasen, ,2012/01/26 0:00:00
,139.942875278000000,37.555811944399998,17-38-3,syoukasen, ,2012/01/26 0:00:00
,139.944496667000010,37.555837222199997,17-38-2,syoukasen, ,2012/01/26 0:00:00
,139.944275556000010,37.556198888899999,17-38-4,syoukasen, ,2012/01/26 0:00:00
,139.944520278000000,37.556492777800003,17-38-5,syoukasen, ,2012/01/26 0:00:00
,139.943468056000000,37.556683055599997,17-38-6,syoukasen, ,2012/01/26 0:00:00
,139.944160556000010,37.556871388899999,17-38-7,syoukasen, ,2012/01/26 0:00:00
,139.946030000000010,37.556977222199997,17-37-7,syoukasen, ,2012/01/26 0:00:00
,139.947811389000010,37.556905555599997,17-37-6,syoukasen, ,2012/01/26 0:00:00
,139.945605277999990,37.556161944400003,17-37-2,syoukasen, ,2012/01/26 0:00:00
,139.946465555999990,37.556138055600002,17-37-3,syoukasen, ,2012/01/26 0:00:00
,139.946870278000010,37.556179444400001,17-37-4,syoukasen, ,2012/01/26 0:00:00
,139.947673888999990,37.556293611100003,17-37-5,syoukasen, ,2012/01/26 0:00:00
,139.945140833000010,37.555528055600000,17-35-1,syoukasen, ,2012/01/26 0:00:00
,139.945991666999990,37.555378611099997,17-35-2,syoukasen, ,2012/01/26 0:00:00
,139.947928889000000,37.555215555600000,17-37-1,syoukasen, ,2012/01/26 0:00:00
,139.948527500000010,37.555848055600002,17-37-8,syoukasen, ,2012/01/26 0:00:00
,139.949082221999990,37.556083611100000,17-37-9,syoukasen, ,2012/01/26 0:00:00
,139.949682778000010,37.555201944399997,17-37-10,syoukasen, ,2012/01/26 0:00:00
,139.951105000000010,37.555752777800002,17-36-3,syoukasen, ,2012/01/26 0:00:00
,139.950805000000000,37.555223888900002,17-36-1,syoukasen, ,2012/01/26 0:00:00
,139.950463611000000,37.554965833300002,17-36-2,syoukasen, ,2012/01/26 0:00:00
,139.924613889000000,37.549448888900002,17-2-1,syoukasen, ,2012/01/26 0:00:00
,139.925578889000010,37.549786666700001,17-2-2,syoukasen, ,2012/01/26 0:00:00
,139.927218333000010,37.549883333300002,17-2-3,syoukasen, ,2012/01/26 0:00:00
,139.926207221999990,37.552779722200000,19-29-2,syoukasen, ,2012/01/26 0:00:00
,139.927740833000000,37.552270277799998,19-29-3,syoukasen, ,2012/01/26 0:00:00
,139.929675833000000,37.552085277800003,17-3-1,syoukasen, ,2012/01/26 0:00:00
,139.930818332999990,37.551553055600003,17-3-2,syoukasen, ,2012/01/26 0:00:00
,139.929910833000010,37.551081666700000,17-6-2,syoukasen, ,2012/01/26 0:00:00
,139.929948333000000,37.550270833299997,17-6-1,syoukasen, ,2012/01/26 0:00:00
,139.931354443999990,37.549922222200003,17-6-3,syoukasen, ,2012/01/26 0:00:00
,139.929854444000000,37.549288611100003,17-6-5,syoukasen, ,2012/01/26 0:00:00
,139.931273056000010,37.549107499999998,17-6-4,syoukasen, ,2012/01/26 0:00:00
,139.932764443999990,37.549097222199997,17-5-3,syoukasen, ,2012/01/26 0:00:00
,139.932223056000000,37.549882222199997,17-5-1,syoukasen, ,2012/01/26 0:00:00
,139.933226667000010,37.550473611100003,17-5-2,syoukasen, ,2012/01/26 0:00:00
,139.932598055999990,37.551388888900000,17-3-3,syoukasen, ,2012/01/26 0:00:00
,139.933840556000010,37.551428888899999,17-4-3,syoukasen, ,2012/01/26 0:00:00
,139.934471389000010,37.552701944399999,17-4-1,syoukasen, ,2012/01/26 0:00:00
,139.935520278000010,37.552303333300003,17-4-2,syoukasen, ,2012/01/26 0:00:00
,139.937372500000010,37.552457500000003,17-32-1,syoukasen, ,2012/01/26 0:00:00
,139.938901111000010,37.552998333300003,17-32-3,syoukasen, ,2012/01/26 0:00:00
,139.940316389000000,37.552604166700000,17-33-2,syoukasen, ,2012/01/26 0:00:00
,139.939853333000000,37.551574722200002,17-33-1,syoukasen, ,2012/01/26 0:00:00
,139.937558610999990,37.551177500000001,17-32-2,syoukasen, ,2012/01/26 0:00:00
,139.941409443999990,37.551375277799998,17-30-1,syoukasen, ,2012/01/26 0:00:00
,139.945418611000010,37.548851388899998,17-29-1,syoukasen, ,2012/01/26 0:00:00
,139.960199722000000,37.551804444399998,18-1-1,syoukasen, ,2012/01/26 0:00:00
,139.961161667000000,37.551790833299997,18-1-2,syoukasen, ,2012/01/26 0:00:00
,139.962226388999990,37.551988611100001,18-1-3,syoukasen, ,2012/01/26 0:00:00
,139.964293889000000,37.551594722200001,18-1-4,syoukasen, ,2012/01/26 0:00:00
,139.877676111000000,37.545107777799998,10-62,syoukasen, ,2012/01/26 0:00:00
,139.876783611000010,37.544093611100003,10-63,syoukasen, ,2012/01/26 0:00:00
,139.877689722000010,37.542975277799997,10-64,syoukasen, ,2012/01/26 0:00:00
,139.876857777999990,37.540771388899998,10-60,syoukasen, ,2012/01/26 0:00:00
,139.878479722000010,37.541161388900001,10-65,syoukasen, ,2012/01/26 0:00:00
,139.881834722000010,37.541403888900000,10-66,syoukasen, ,2012/01/26 0:00:00
,139.882561388999990,37.543296666700002,10-67,syoukasen, ,2012/01/26 0:00:00
,139.888173611000010,37.542571388900001,9-18,syoukasen, ,2012/01/26 0:00:00
,139.889753611000000,37.543351111100002,9-21,syoukasen, ,2012/01/26 0:00:00
,139.890093611000000,37.541527777799999,9-32,syoukasen, ,2012/01/26 0:00:00
,139.896746388999990,37.545523611100002,9-13,syoukasen, ,2012/01/26 0:00:00
,139.897224999999990,37.544145277799998,9-14,syoukasen, ,2012/01/26 0:00:00
,139.907141943999990,37.544882222200002,9-6,syoukasen, ,2012/01/26 0:00:00
,139.911075278000000,37.547624999999996,19-27-2,syoukasen, ,2012/01/26 0:00:00
,139.911344167000010,37.547919444400002,19-27-1,syoukasen, ,2012/01/26 0:00:00
,139.912087500000010,37.544044444400001,9-5,syoukasen, ,2012/01/26 0:00:00
,139.912847778000010,37.544035555599997,9-29,syoukasen, ,2012/01/26 0:00:00
,139.916832222000010,37.547644722199998,19-28-3,syoukasen, ,2012/01/26 0:00:00
,139.918409722000010,37.541349722200003,9-31,syoukasen, ,2012/01/26 0:00:00
,139.924021388999990,37.546053611100000,17-7-2,syoukasen, ,2012/01/26 0:00:00
,139.924887778000000,37.546663055600000,17-7-1,syoukasen, ,2012/01/26 0:00:00
,139.928540833000000,37.547976944399998,17-8-1,syoukasen, ,2012/01/26 0:00:00
,139.929449444000000,37.548480833299998,17-6-6,syoukasen, ,2012/01/26 0:00:00
,139.930355555999990,37.548295833300003,17-8-2,syoukasen, ,2012/01/26 0:00:00
,139.930023333000010,37.547481944399998,17-9-2,syoukasen, ,2012/01/26 0:00:00
,139.930945556000010,37.547586111100003,17-9-3,syoukasen, ,2012/01/26 0:00:00
,139.929623333000000,37.546939166700000,17-9-1,syoukasen, ,2012/01/26 0:00:00
,139.928493610999990,37.546678611099999,17-9-4,syoukasen, ,2012/01/26 0:00:00
,139.929395833000000,37.546222777799997,17-9-5,syoukasen, ,2012/01/26 0:00:00
,139.928277500000010,37.545950555600001,17-9-6,syoukasen, ,2012/01/26 0:00:00
,139.928321111000000,37.544721388900001,17-9-7,syoukasen, ,2012/01/26 0:00:00
,139.929337500000000,37.545133055599997,17-10-1,syoukasen, ,2012/01/26 0:00:00
,139.930524444000010,37.545489444399998,17-9-9,syoukasen, ,2012/01/26 0:00:00
,139.931703610999990,37.545299444400001,17-9-10,syoukasen, ,2012/01/26 0:00:00
,139.931442221999990,37.544478055600003,17-10-2,syoukasen, ,2012/01/26 0:00:00
,139.932231667000000,37.548414166699999,17-5-4,syoukasen, ,2012/01/26 0:00:00
,139.935596389000010,37.547492777800002,17-31-1,syoukasen, ,2012/01/26 0:00:00
,139.933111666999990,37.545245000000001,17-9-11,syoukasen, ,2012/01/26 0:00:00
,139.932585832999990,37.544622222199997,17-10-4,syoukasen, ,2012/01/26 0:00:00
,139.934471943999990,37.544553611100000,17-11-2,syoukasen, ,2012/01/26 0:00:00
,139.935191667000000,37.545050555600000,17-11-1,syoukasen, ,2012/01/26 0:00:00
,139.928467500000010,37.543866666699998,17-9-8,syoukasen, ,2012/01/26 0:00:00
,139.931954444000010,37.543816666700003,17-10-3,syoukasen, ,2012/01/26 0:00:00
,139.935863332999990,37.542133055599997,17-21-1,syoukasen, ,2012/01/26 0:00:00
,139.938656667000000,37.541674444400002,17-22-1,syoukasen, ,2012/01/26 0:00:00
,139.938989443999990,37.540607222200002,17-22-2,syoukasen, ,2012/01/26 0:00:00
,139.942546111000010,37.546426944399997,17-28-1,syoukasen, ,2012/01/26 0:00:00
,139.944035832999990,37.546882222199997,17-28-2,syoukasen, ,2012/01/26 0:00:00
,139.946703332999990,37.543643055600000,17-27-1,syoukasen, ,2012/01/26 0:00:00
,139.943261111000000,37.540001388900002,17-20-1,syoukasen, ,2012/01/26 0:00:00
,139.942116389000010,37.539785555599998,17-20-2,syoukasen, ,2012/01/26 0:00:00
,139.950404443999990,37.542258611100003,17-25-1,syoukasen, ,2012/01/26 0:00:00
,139.965341943999990,37.539739166700002,18-7-1,syoukasen, ,2012/01/27 0:00:00
,139.972167500000010,37.546001111099997,18-2-4,syoukasen, ,2012/01/27 0:00:00
,139.973367222000010,37.544816944399997,18-2-3,syoukasen, ,2012/01/27 0:00:00
,139.973923332999990,37.543470555600003,18-2-1,syoukasen, ,2012/01/27 0:00:00
,139.975394722000000,37.544496388900001,18-2-6,syoukasen, ,2012/01/27 0:00:00
,139.974619444000010,37.543985555600003,18-2-2,syoukasen, ,2012/01/27 0:00:00
,139.976009721999990,37.543576388900000,18-2-5,syoukasen, ,2012/01/27 0:00:00
,139.977111667000000,37.544780555599999,18-2-7,syoukasen, ,2012/01/27 0:00:00
,139.979285556000010,37.541993611099997,18-2-8,syoukasen, ,2012/01/27 0:00:00
,139.981515000000000,37.548577500000000,18-3-2,syoukasen, ,2012/01/27 0:00:00
,139.982232221999990,37.548162222199998,18-3-1,syoukasen, ,2012/01/27 0:00:00
,139.987458056000010,37.547229444400003,18-4-1,syoukasen, ,2012/01/27 0:00:00
,139.988739167000010,37.547676388900001,18-4-2,syoukasen, ,2012/01/27 0:00:00
,139.989324444000000,37.546924444399998,18-4-3,syoukasen, ,2012/01/27 0:00:00
,139.987571110999990,37.541328611099999,18-5-1,syoukasen, ,2012/01/27 0:00:00
,139.988577222000000,37.540824166699998,18-5-2,syoukasen, ,2012/01/27 0:00:00
,139.876877500000010,37.539551388900001,10-91,syoukasen, ,2012/01/27 0:00:00
,139.876949999999990,37.538017222199997,10-92,syoukasen, ,2012/01/27 0:00:00
,139.888649167000010,37.536978055600002,9-22,syoukasen, ,2012/01/27 0:00:00
,139.893259722000010,37.536915555599997,9-17,syoukasen, ,2012/01/27 0:00:00
,139.897712778000000,37.537117222200003,9-24,syoukasen, ,2012/01/27 0:00:00
,139.896898333000000,37.532205277800003,9-16,syoukasen, ,2012/01/27 0:00:00
,139.897191944000010,37.533002222199997,9-15,syoukasen, ,2012/01/27 0:00:00
,139.902000278000000,37.537295277799998,9-11,syoukasen, ,2012/01/27 0:00:00
,139.902741389000000,37.536200833300001,9-12,syoukasen, ,2012/01/27 0:00:00
,139.908209722000010,37.535946388900001,9-7,syoukasen, ,2012/01/27 0:00:00
,139.909051667000000,37.537170833300003,9-23,syoukasen, ,2012/01/27 0:00:00
,139.914187500000000,37.538959166700003,9-20,syoukasen, ,2012/01/27 0:00:00
,139.913044722000000,37.532416666700001,9-4,syoukasen, ,2012/01/27 0:00:00
,139.914748889000010,37.531032500000002,9-3,syoukasen, ,2012/01/27 0:00:00
,139.918641388999990,37.537274444399998,9-19,syoukasen, ,2012/01/27 0:00:00
,139.926187778000010,37.539622500000000,17-12-1,syoukasen, ,2012/01/27 0:00:00
,139.929634999999990,37.537575277800002,17-13-1,syoukasen, ,2012/01/27 0:00:00
,139.931408889000010,37.533219444399997,17-14-1,syoukasen, ,2012/01/27 0:00:00
,139.933418889000000,37.533231111100001,17-14-2,syoukasen, ,2012/01/27 0:00:00
,139.934278611000000,37.533054999999997,17-14-3,syoukasen, ,2012/01/27 0:00:00
,139.944390000000000,37.536788333300002,17-19-1,syoukasen, ,2012/01/27 0:00:00
,139.943987778000010,37.536437499999998,17-19-2,syoukasen, ,2012/01/27 0:00:00
,139.943310278000010,37.535895277800002,17-18-1,syoukasen, ,2012/01/27 0:00:00
,139.948327221999990,37.531732222199999,8-39,syoukasen, ,2012/01/27 0:00:00
,139.949077222000000,37.531256944399999,8-38,syoukasen, ,2012/01/27 0:00:00
,139.949401389000000,37.534132222200000,17-23-1,syoukasen, ,2012/01/27 0:00:00
,139.949693333000000,37.539306944400003,17-24-1,syoukasen, ,2012/01/27 0:00:00
,139.951792221999990,37.533254722199999,8-40,syoukasen, ,2012/01/27 0:00:00
,139.954131944000010,37.533025277800000,8-121,syoukasen, ,2012/01/27 0:00:00
,139.955688333000010,37.534493055600002,8-122,syoukasen, ,2012/01/27 0:00:00
,139.954935556000010,37.532482500000000,8-139,syoukasen, ,2012/01/27 0:00:00
,139.954921944000010,37.531526944399999,8-138,syoukasen, ,2012/01/27 0:00:00
,139.956243056000010,37.532013888900003,8-137,syoukasen, ,2012/01/27 0:00:00
,139.956558333000000,37.530819166699999,8-133,syoukasen, ,2012/01/27 0:00:00
,139.956768333000010,37.532686944399998,8-136,syoukasen, ,2012/01/27 0:00:00
,139.957757778000000,37.533177222200003,8-135,syoukasen, ,2012/01/27 0:00:00
,139.957906388999990,37.532083333300001,8-134,syoukasen, ,2012/01/27 0:00:00
,139.957738333000010,37.530760000000001,8-146,syoukasen, ,2012/01/27 0:00:00
,139.963618333000000,37.537879444399998,18-7-2,syoukasen, ,2012/01/27 0:00:00
,139.969686666999990,37.537894444400003,18-6-1,syoukasen, ,2012/01/27 0:00:00
,139.973235278000000,37.536639444400002,18-6-2,syoukasen, ,2012/01/27 0:00:00
,139.974130833000000,37.536013333299998,18-6-3,syoukasen, ,2012/01/27 0:00:00
,139.972481667000010,37.535100555600003,18-6-4,syoukasen, ,2012/01/27 0:00:00
,139.979091944000000,37.539206944400000,18-2-9,syoukasen, ,2012/01/27 0:00:00
,139.981588055999990,37.531142777800000,18-11-1,syoukasen, ,2012/01/27 0:00:00
,139.850563056000000,37.528637500000002,14-15-6,syoukasen, ,2012/01/27 0:00:00
,139.854042778000010,37.525531111100001,14-15-5,syoukasen, ,2012/01/27 0:00:00
,139.854442500000000,37.524087777799998,14-15-4,syoukasen, ,2012/01/27 0:00:00
,139.852981666999990,37.522986111100003,14-15-3,syoukasen, ,2012/01/27 0:00:00
,139.852994166999990,37.521780000000000,14-15-2,syoukasen, ,2012/01/27 0:00:00
,139.854280278000000,37.522439444400000,14-15-1,syoukasen, ,2012/01/27 0:00:00
,139.867860277999990,37.529570833299999,14-5-29,syoukasen, ,2012/01/27 0:00:00
,139.869605000000010,37.530185000000003,14-5-33,syoukasen, ,2012/01/27 0:00:00
,139.867774166999990,37.527657777800002,14-5-28,syoukasen, ,2012/01/27 0:00:00
,139.869513332999990,37.528452777799998,14-5-31,syoukasen, ,2012/01/27 0:00:00
,139.871076111000010,37.528876944399997,14-5-32,syoukasen, ,2012/01/27 0:00:00
,139.869130278000000,37.526953888900003,14-5-27,syoukasen, ,2012/01/27 0:00:00
,139.870941389000000,37.527586666700003,14-5-30,syoukasen, ,2012/01/27 0:00:00
,139.864118332999990,37.524325833299997,14-6-2,syoukasen, ,2012/01/27 0:00:00
,139.865367222000000,37.523545555600002,14-6-1,syoukasen, ,2012/01/27 0:00:00
,139.869752500000000,37.525241666699998,14-5-26,syoukasen, ,2012/01/27 0:00:00
,139.870965833000010,37.525943055600003,14-5-23,syoukasen, ,2012/01/27 0:00:00
,139.870681111000010,37.524250555599998,14-5-25,syoukasen, ,2012/01/27 0:00:00
,139.870860278000010,37.522686666699997,14-5-24,syoukasen, ,2012/01/27 0:00:00
,139.872366110999990,37.523371388900003,14-5-19,syoukasen, ,2012/01/27 0:00:00
,139.872774999999990,37.526144166700000,14-5-22,syoukasen, ,2012/01/27 0:00:00
,139.872647500000000,37.524727499999997,14-5-21,syoukasen, ,2012/01/27 0:00:00
,139.874180833000000,37.523893611100000,14-5-20,syoukasen, ,2012/01/27 0:00:00
,139.873115833000010,37.521961666700001,14-5-18,syoukasen, ,2012/01/27 0:00:00
,139.875349443999990,37.521958611099997,14-5-17,syoukasen, ,2012/01/27 0:00:00
,139.883551944000000,37.530047777800000,10-87,syoukasen, ,2012/01/27 0:00:00
,139.883585000000010,37.527370555600001,10-1,syoukasen, ,2012/01/27 0:00:00
,139.889208333000000,37.526521666699999,10-61,syoukasen, ,2012/01/27 0:00:00
,139.886501111000000,37.524441944400003,10-98,syoukasen, ,2012/01/27 0:00:00
,139.894372500000000,37.523445000000002,10-104,syoukasen, ,2012/01/27 0:00:00
,139.902049444000000,37.525586666700001,6-18,syoukasen, ,2012/01/27 0:00:00
,139.902203055999990,37.524488888900002,6-19,syoukasen, ,2012/01/27 0:00:00
,139.908622221999990,37.527656111100001,9-8,syoukasen, ,2012/01/27 0:00:00
,139.910051111000000,37.527558888900003,9-25,syoukasen, ,2012/01/27 0:00:00
,139.912834444000000,37.527405833300001,6-47,syoukasen, ,2012/01/27 0:00:00
,139.912123611000000,37.526260833300000,6-48,syoukasen, ,2012/01/27 0:00:00
,139.914644721999990,37.526794166700000,6-50,syoukasen, ,2012/01/27 0:00:00
,139.916441666999990,37.526262500000001,6-49,syoukasen, ,2012/01/27 0:00:00
,139.918408889000010,37.527907499999998,9-2,syoukasen, ,2012/01/27 0:00:00
,139.918545278000010,37.529213611099998,9-30,syoukasen, ,2012/01/27 0:00:00
,139.918865278000000,37.530151944399996,9-33,syoukasen, ,2012/01/27 0:00:00
,139.909169999999990,37.525945555600003,9-9,syoukasen, ,2012/01/30 0:00:00
,139.909917221999990,37.525548333300002,9-10,syoukasen, ,2012/01/30 0:00:00
,139.910824722000000,37.526081388900003,9-26,syoukasen, ,2012/01/30 0:00:00
,139.910356388999990,37.523695833300003,9-27,syoukasen, ,2012/01/30 0:00:00
,139.910771388999990,37.521925277800001,9-28,syoukasen, ,2012/01/30 0:00:00
,139.913346944000010,37.526003611100002,6-51,syoukasen, ,2012/01/30 0:00:00
,139.912334444000010,37.525071666700001,6-52,syoukasen, ,2012/01/30 0:00:00
,139.913670833000000,37.524612222199998,6-53,syoukasen, ,2012/01/30 0:00:00
,139.912690833000000,37.523485833300001,6-56,syoukasen, ,2012/01/30 0:00:00
,139.913968611000000,37.523193611099998,6-57,syoukasen, ,2012/01/30 0:00:00
,139.913132499999990,37.522376666699998,6-58,syoukasen, ,2012/01/30 0:00:00
,139.915256666999990,37.525320000000001,6-54,syoukasen, ,2012/01/30 0:00:00
,139.915613056000010,37.523807499999997,6-55,syoukasen, ,2012/01/30 0:00:00
,139.915891944000010,37.522509444400001,6-61,syoukasen, ,2012/01/30 0:00:00
,139.920821667000010,37.522280833300002,6-14,syoukasen, ,2012/01/30 0:00:00
,139.924017499999990,37.522782777800003,6-13,syoukasen, ,2012/01/30 0:00:00
,139.925552500000010,37.522382222200001,6-12,syoukasen, ,2012/01/30 0:00:00
,139.931585278000000,37.522617500000003,8-28,syoukasen, ,2012/01/30 0:00:00
,139.931320556000000,37.524005555599999,8-76,syoukasen, ,2012/01/30 0:00:00
,139.931344166999990,37.528217777800002,9-34,syoukasen, ,2012/01/30 0:00:00
